mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_kernel,param_gamma,param_decision_function_shape,param_class_weight,param_C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
2246.1865717887877,14.56874875791667,83.21725025177003,2.728453107106639,rbf,0.8858667904100823,ovr,,0.004281332398719396,"{'kernel': 'rbf', 'gamma': 0.8858667904100823, 'decision_function_shape': 'ovr', 'class_weight': None, 'C': 0.004281332398719396}",0.11587903647162931,0.11560350320745773,0.11587903647162931,0.11595389072927674,0.11595389072927674,0.11585387152185397,0.0001295828120971022,21
327.50030398368835,4.428965488600149,15.691846561431884,0.6004229434373953,poly,0.0069519279617756054,ovo,,112.88378916846884,"{'kernel': 'poly', 'gamma': 0.0069519279617756054, 'decision_function_shape': 'ovo', 'class_weight': None, 'C': 112.88378916846884}",0.9583644485809028,0.9605878304152037,0.9634949989718352,0.957682426908625,0.952410522926694,0.9585080455606521,0.0036627109601859668,3
330.66123127937317,2.979342999502278,15.791879558563233,0.2831191733423108,poly,0.00379269019073225,ovo,balanced,112.88378916846884,"{'kernel': 'poly', 'gamma': 0.00379269019073225, 'decision_function_shape': 'ovo', 'class_weight': 'balanced', 'C': 112.88378916846884}",0.9594889719503575,0.9605998479848928,0.9631419726740368,0.957682426908625,0.9524145447224496,0.9586655528480724,0.0035916428094129606,2
2876.1439410209655,164.6515862402046,299.73882164955137,65.02825703870379,sigmoid,2.9763514416313193,ovr,balanced,112.88378916846884,"{'kernel': 'sigmoid', 'gamma': 2.9763514416313193, 'decision_function_shape': 'ovr', 'class_weight': 'balanced', 'C': 112.88378916846884}",0.01932667576616829,0.04349007195258029,0.020664607328984567,0.009296088723740952,0.006611449467988543,0.019877778647892527,0.01301100196315948,24
628.4284942626953,3.4932188891799902,21.22809691429138,2.3092980761909345,rbf,0.0006158482110660267,ovo,,2.976351441631316,"{'kernel': 'rbf', 'gamma': 0.0006158482110660267, 'decision_function_shape': 'ovo', 'class_weight': None, 'C': 2.976351441631316}",0.9504911319431474,0.95217299158179,0.9587542081416119,0.9477367392743311,0.9488139931295019,0.9515938128140764,0.0038839935160714972,14
4684.651769971848,5.748793083412879,73.3201352596283,3.9752199699303783,rbf,0.26366508987303583,ovr,,0.6951927961775606,"{'kernel': 'rbf', 'gamma': 0.26366508987303583, 'decision_function_shape': 'ovr', 'class_weight': None, 'C': 0.6951927961775606}",0.11738382126402319,0.1163574981604521,0.11663310041922052,0.1174592570642348,0.11595389072927674,0.11675751352744149,0.0005841242829036082,20
670.5405510425568,89.78682428696939,22.121816396713257,6.5928449723977245,poly,0.26366508987303583,ovo,,233.57214690901213,"{'kernel': 'poly', 'gamma': 0.26366508987303583, 'decision_function_shape': 'ovo', 'class_weight': None, 'C': 233.57214690901213}",0.9583644485809028,0.9605878304152037,0.9634949989718352,0.957682426908625,0.952410522926694,0.9585080455606521,0.0036627109601859668,3
168.3642334461212,1.839179850208222,11.9306809425354,0.6273289772253875,linear,0.00379269019073225,ovr,,1000.0,"{'kernel': 'linear', 'gamma': 0.00379269019073225, 'decision_function_shape': 'ovr', 'class_weight': None, 'C': 1000.0}",0.9536265953193279,0.9534500070838982,0.954000598693238,0.9529443550936926,0.9527789724194364,0.9533601057219186,0.0004471900506153845,13
1803.58673620224,3.307742418626559,15.076023149490357,1.0797341980700972,poly,1.623776739188721,ovo,balanced,0.00206913808111479,"{'kernel': 'poly', 'gamma': 1.623776739188721, 'decision_function_shape': 'ovo', 'class_weight': 'balanced', 'C': 0.00206913808111479}",0.9583644485809028,0.9605878304152037,0.9634949989718352,0.957682426908625,0.952410522926694,0.9585080455606521,0.0036627109601859668,3
330.32377915382386,4.205592681957031,15.199077081680297,0.741573299704678,poly,0.26366508987303583,ovr,,112.88378916846884,"{'kernel': 'poly', 'gamma': 0.26366508987303583, 'decision_function_shape': 'ovr', 'class_weight': None, 'C': 112.88378916846884}",0.9583644485809028,0.9605878304152037,0.9634949989718352,0.957682426908625,0.952410522926694,0.9585080455606521,0.0036627109601859668,3
363.12694854736327,3.2853242199855237,16.52477946281433,0.5934382696613147,poly,0.00379269019073225,ovo,,12.742749857031322,"{'kernel': 'poly', 'gamma': 0.00379269019073225, 'decision_function_shape': 'ovo', 'class_weight': None, 'C': 12.742749857031322}",0.9572171454546853,0.958772882056616,0.961974673262137,0.9569598283864027,0.9541956002218467,0.9578240258763376,0.0025459307001589335,9
334.8756681442261,3.358498516407242,16.006488227844237,0.3438866725895933,poly,0.4832930238571752,ovo,balanced,233.57214690901213,"{'kernel': 'poly', 'gamma': 0.4832930238571752, 'decision_function_shape': 'ovo', 'class_weight': 'balanced', 'C': 233.57214690901213}",0.9583644485809028,0.9605878304152037,0.9634949989718352,0.957682426908625,0.952410522926694,0.9585080455606521,0.0036627109601859668,3
2060.7365680217745,7.649489402495673,49.06228733062744,0.5463096258912045,sigmoid,2.9763514416313193,ovo,balanced,1000.0,"{'kernel': 'sigmoid', 'gamma': 2.9763514416313193, 'decision_function_shape': 'ovo', 'class_weight': 'balanced', 'C': 1000.0}",0.006654847842087748,0.05052648205522769,0.010949696539834877,0.008731790048013813,0.015153387578652304,0.01840324081276329,0.016306938360598062,25
